id,brand,title,price,priceCurrency,description,specTableContent
391,Shimano,Shimano PD-RS500 SPD-SL,60.00,USD,,
842,,Remo Pinstripe Clear 10'' Drum Head,1.59E1,GBP,"The Remo Pinstripe Clear 10'' Drum Head is from Remo's Pinstripe series, well known for being one of the most popular drum heads ever. The Remo Pinstripe features two plies of 7-mil Clear film, offering mid-range tones with a focused low-end and increased durability. The Pinstripe Clear Drum Head has an overtone reducing agent applied between the two plies providing overtone control with an increased attack and increased durability. The increased durability and attack makes the Remo Pinstripe Clear Drum Head ideal for rock, pop and grunge styles and genres.",
208,,Logitech M330 Silent Plus Wireless Mouse (Red),4.68E2,ZAR,"ENJOY THE SOUND OF SILENCEGet all your work done without missing a beat or disturbing those around you. Silent Mice have the same click feel without the click noise – over 90% noise reduction. Durable, high performance feet quietly glide over the desktop. A smooth scroll wheel completes the silent experience. Silent Mice eliminate excess noise while protecting the health and productivity of everyone. Make this your last annoying click. Your family and friends will thank you.CRAFTED FOR YOUR RIGHT HANDDesigned with contoured grips made of soft rubber for total comfort.24-MONTH BATTERY LIFEGo longer between battery changes thanks to energy",
357,,ASUS Dual GeForce RTX 2070 Super Evo Advanced Edition GDDR6 8GB 256-Bit Graphics Card,48999.00,INR,"The Nvidia GeForce powered DUAL-RTX2070S-A8G-EVO comes with a 256-bit 8Gb GDDR6 memory which is is designed to be compatible with any motherboard which supports PCI Express 3.0 * 16 slot.Dedicated ray tracing hardware enables fast real-time ray tracing of objects and environments with physically accurate shadows, reflections, refractions, and global illumination.Axial-tech fan design features a smaller fan hub that facilitates longer blades and a barrier ring that increases downward air pressure.With the GPU Tweak II tool a single click is now enough to tweak your GPU clocks, memory frequency and voltage settings making it personalized GPU for your needs.With 1",
369,SanDisk,SanDisk Ultra Dual Drive m3.0 256GB,43.99,GBP,Free up space on your OTG-enabled Android smartphone and tablet with the SanDisk Ultra Dual Drive m3.0 - 256GB. The Flash drive for Android phones.,
437,,DS-7208HQHI-K2-P Hikvision 8 Channel 1080P HD-TVI Hybrid DVR (POC),,,"Key Features8ch Power over Coax (PoC) Hybrid DVRH.265+/H.265/H.264+/H.264 encoding for the main streamSelf-adaptive HDTVI/HDCVI/AHD/CVBS signal inputFull channel 1080P resolution real-time recordingSupports 2x 4MP IP camerasHDMI and VGA output at up to 1920x1080P resolutionLong transmission distance over coax cableSupport up to 8-ch synchronous playback at 1080P resolutionInternet & Smart Phone compatibleDownloadManufacturers Spec Sheet (PDF)CompatibilityHD-TVI: Any Hikvision HD-TVI CameraAHD: Any AHD CCTV CameraAnalogue: Any Analogue CCTV CameraVideo / Audio InputVideo compressionH.265+/H.265/H.264+/H.264Analog and HD-TVI Video Input8CH; BNC interface (1.0Vp-p, 75 Ω)Supported Camera TypesSupport HDTVI input: 3 MP, 1080p30,1080p25, 720p60, 720p50,720p30,720p25Note: The 3 MP signal input is only available for channel 1 of DS-7204HQHI-K1/P,",
340,Brother,Brother HL-L5200DW Workgroup Mono Laser Printer + WiFi- Home printer,162.00,GBP,Brother HL-L5200DW Workgroup Mono Laser Printer + WiFi Small desktop / Home office Fast print speeds of up to 40ppm and automatic 2-sided printing Combined paper input of 300 sheets High speed wired (10Base-T/100Base-TX) and wireless (IEEE 802.11b/g/n) network interfaces plus Wi-Fi Direct and USB 2.0 connectivity,
804,,RATON LOGITECH M510 LASER WIRELESS,47.8918,EUR,MOUSE RATON LOGITECH M510 LASER WIRELESS NEGRO,
467,,"Maxxis High Roller II Tire - 27.5 x 2.4, Tubeless, Folding, Black, 3C Maxx Terra, EXO",68.00,USD,,
686,,90YV0DQ2-M0NA00 grafikkort NVIDIA GeForce RTX 2060 SUPER 8 GB GDDR6,4031.00,DKK,"Take Flight The ROG Strix GeForce RTX 2060 SUPER EVO is stacked with more CUDA cores than its predecessor and paired with a host of features for a truly top-tier gaming experience. Gargantuan power delivery provides the muscle to push overclocking boundaries, while cooling that's honed to perfection keeps the spotlight squarely on Turing's performance. And with an arsenal of utilities that allow you to customize and tweak this extreme hardware, everything AAA gaming has to offer is yours for the taking.COOLINGAxial-tech Fan Design Better, faster, strongerNewly designed for the latest generation of top-end ROG graphics cards, these fans feature",
381,,Jabra Biz 2400 II Mono 3-in-1 Noise Canceling Mono Headset,1.2844E2,NZD,Jabra Biz 2400 II Mono 3-in-1 Noise Canceling Mono Headset,
505,Shimano,Shimano Ultegra 6700/6701 10-speed Chain,£33.00,GBP,"Super narrow and lightweight, the Shimano Ultegra 6700/6701 10-speed Chain is perfect for optimum cassette and chainset interaction and maximum power transfer.For our full range of Bike Accessories visit Evans Cycles",
843,Epson,Genuine Epson C13T70314010 Black Ink Cartridge (T7031BKOEM),31.99,GBP,,
790,,Lacie 2TB USB-C Mobile Drive prenosni disk,,,,
380,,Sony FE 50mm f/1.8 Standard Prime Lens,484,AUD,E-Mount Lens/Full-Frame FormatAperture Range: f/1.8 to f/22One Aspherical ElementDouble-Gauss Optical Design,
264,Epson,C13T596300 Vivid Magenta Ink Epson 350ml,137.94,GBP,"Epson Stylus Pro 7900 & 9900 vivid magenta ink cartridge C13T596300 350ml of Magenta Epson UltraChrome HDR represents our latest generation of pigment ink technology. Now utilizing ten colors - including an all-new Orange and Green - Epson UltraChrome HDR ink produces the widest color gamut ever from an Epson Stylus Pro printer. Even more remarkable, combining Epson UltraChrome HDR ink with our new Epson AccuPhoto™ HDR screening technology dramatically raises the level of print quality and once again sets a new benchmark standard for photographic reproduction. The advanced Epson MicroPiezo TFP print head is capable of producing higher quality",
713,,Sandisk Extreme Pro Sd Reader/Writer,6.295E1,NZD,MAXIMIZE WORKFLOW EFFICIENCY The SanDisk Extreme PRO SDTM UHS-II Card Reader/Writer is designed to increase workflow efficiency for professional photographers and videographers. Small enough for fieldwork the compact reader is built to handle the high-performance demands of UHS-II card technology and offers support for fast transfer speeds. With a USB 3.0 interface (and backwards-compatible with USB 2.0) the SanDisk Extreme PRO SD UHS-II reader/writer is your best choice for performance and efficiency when paired with a SD UHS-II memory card. SUPPORT FOR SUPER-FAST SD UHS-II CARD TRANSFER SPEEDS The SanDisk Extreme PRO SD UHS-II Card Reader moves content fast to,
844,SHIMANO,Shimano SH11 SPD-SL Cleat Set - Yellow/6Deg,29.95,AUD,Replacement SPD-SL cleat made by Shimano. Suitable for all SPD-SL compatible shoes and available in 3 different float options from 0° float for optimum power transfer through to 6° float to help prevent potential knee damage. Features:Compatible with SPD-SL pedalsGrip tabs for stability off the bike Specifications:Sturdy nylon resin constructionMounting hardware includedShimano SPD-SL cleats are available in 3 different options:Blue/Red/Yellow - 2°/0°/6° float for a balance between efficiency and knee comfort,
616,Park Tool,"Park Tool Park Tl, CT-5, Prtable chain Tl",24.99,CAD,CT-5 • Its ergonomic handle is more comfortable to work with than most chain tools• 10 speed compatible,
645,,TP LINK 20000mAh Portable Universal USB Power Bank External Battery Charger Power Bar Smartphone Cha,92.93,AED,20000mAhampnbspPower BankPORT 1amptimes Micro USB Port 2amptimes USBA PortsSPEC 2.1A Input per Port 2.1A Output per Port Total 5V2.1AFEATURE TPLink Smart Charging Technology Shortcircuit Protection Overvoltage Protection Overcurrent Protection Overcharging Protection Overdischarging Protection Overheating Protection Compact Design Polymer Battery,
808,Maxxis,"Maxxis Maxxis, High Roller II, Tire, 29''x2.30, Folding, Tubeless Ready, Dual, EXO, 60TPI, Black",88.00,CAD,,
756,,"Seagate 3840GB 2,5\"" SATA SSD IronWolf 110 NAS",3739,PLN,,
845,D'Addario,"D'Addario NYXL1152 Nickel Wound, Medium Top / Heavy Bottom, 11-52",12.99,USD,"NYXL1152 a hybrid set giving the strings moderate flexibility on the high strings with booming, tight low end. D’Addario NYXL guitar strings will bend further",
770,,SanDisk 64GB microSDXC Extreme 160MB/s A2 C10 V30 UHS-I U3,85,PLN,,
16,New Era,NEW YORK YANKEES LEAGUE BASIC 9FORTY MARINE BLANC,25,EUR,"NEW ERA10531939New EraNew York Yankees League Basic 9Forty Marine Blanc- Casquettes en Coton, Coloris Marine Et Blanc",
294,,NEFF B57CR22N0B Single Pyrolytic Oven,880.00,GBP,"The Neff N70 B57CR22N0B Electric Oven is a large, multi functional oven that offers the well-loved slide and hide door plus plenty of additonal cooking features. These include an integrated full width grill, self-cleaning pyrolitic function and the use of CircoTherm technology. This means the Neff B57CR22N0B gives a balanced heat distribution, cooking your food evenly and in less time.",
1,,MSI MPG Z490 GAMING EDGE WIFI Mainboard - Intel Z490 - Intel LGA1200 socket - DDR4 RAM - ATX,198.24,EUR,"Mainboard, ATX, Intel LGA1200 Socket, Intel Z490, 2 x PCI-Express 3.0 x16, Dual DDR4-2933 - 4 x DIMM slots, 6 x SATA-600 / 2 x M.2 NVMe (2242 / 2260 / 2280), USB 3.2 Type A & C, DisplayPort / HDMI Verbindung, Realtek 8125B 2.5 Gigabit LAN, Intel WiFi 6 (802.11ax) & Bluetooth 5.1, Intel HD Graphics unterstützung (CPU erforderlich), Realtek ALC1220 HD Audio (8-Kanäle), stützen CrossFireX - MSI Mystic Light RGB support",
703,,WD Blue 3D NAND SSD M.2 2280 - 2TB,211.68,EUR,"Solid-State-Disk, 2 TB, intern, M.2 2280 (M.2 2280), SATA 6Gb/s",
212,Gigabyte,Gigabyte Z490 Vision G (Socket LGA 1200) DDR4 ATX Motherboard,229.992,GBP,"Socket 1200, Support for Intel 10th Generation Comet Lake-S Processors, 4x DDR4 DIMM, 6x SATA, 2x M.2, RGB (Analogue & Digital), Intel 2.5Gb LAN",
237,Corsair,Corsair Vengeance LPX CMK16GX4M2A2400C16R 16GB (2x8GB) DDR4 Red,185,AUD,Corsair Vengeance LPX CMK16GX4M2A2400C16R 16GB (2x8GB) DDR4 Red – PC Case Gear – Australia’s Premier Online PC Store.,
832,Znaka: Originlne,"Originlny toner HP 45A, HP Q5945A (iern)",264.9,EUR,Originlny spotrebn materil pre tlaiarne HP,
846,,Canon PP201 A4 Paper 20 Sheets,12.61,GBP,Canon PP201 A4 Paper 20 Sheets,
622,OKI,"Genuine OKI 43872305 Yellow Toner Cartridge (2,000 pages) for OKI C5650, C5750 Printers",107.71,GBP,"OKI Yellow Toner Cartridge (2,000 pages) in More DetailYellow Toner Cartridge (2,000 pages) for OKI C5650, C5750 Printers. Designed specifically for use with OKI Printing Solutions colour printers. Up to 2,000 pages A4 at 5% density. Compatible with the C5650 A4 colour printers. This high definition toner gives greater glossiness and reduces graininess.The team at OKI have developed the Yellow Toner Cartridge (2,000 pages) (43872305) to ensure all your prints are to the same high standard, from the first to last. Incredibly simple to install and offering a vibrant, high clarity Yellow tone, the cartridge helps you get the most",
847,Crucial,Crucial 8GB DDR4-2400 (PC4-19200) CL17 SO-DIMM Laptop Memory Module (Apple Memory),39.99,USD,"8GB DDR4-2400 (PC4-19200) CL17 SO-DIMM Laptop Memory Module (Apple Memory). Take the guesswork out of upgrading your Mac with Crucial memory for Mac systems. Since Apple computers often have very specific memory requirements, including particular component densities, speeds, and SPD programming specifications, it's important to use memory that's engineered for your Mac.",
564,Apple,MX2E2ZM/A Apple Watch Magnetic Charger to USB Cable (1m),229,TRY,MX2E2ZM/A Apple Watch Magnetic Charger to USB Cable (1m),
4,,Evolve 80 MS Stereo Binaural Head-band Black,255.07,EUR,"Jabra Evolve 80 MS Stereo. Product type: Headset, Wearing style: Head-band, Product colour: Black. Connectivity technology: Wired. Ear coupling: Supraaural. Weight: 324 g. Number of products included: 1 pc(s), Interface type: 3.5mm / USBTV",
333,,Jabra Engage 75 MonoWireless Headset,255.90,GBP,"VoIP and Asterisk hardware including IP phones, cards, gateways & more.",
237,Corsair,Corsair Vengeance LPX CMK16GX4M2A2400C16R 16GB (2x8GB) DDR4 Red,185,AUD,Corsair Vengeance LPX CMK16GX4M2A2400C16R 16GB (2x8GB) DDR4 Red – PC Case Gear – Australia’s Premier Online PC Store.,
790,,Lacie 2TB USB-C Mobile Drive prenosni disk,,,,
154,,Lexmark C544X1MG EHY Magenta OEM Laser Toner Cartridge,194.99,USD,Lexmark C544X1MG Extra HY Magenta OEM TonerCompatible with:C544dnC544dtnC544dwC544nC546DTNX543dnX544dnX544dtnX544dwX544nX546DTNX548deX548dte,
834,,"Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support™ | 50 mg, 30 softgelsSuper Ubiquinol CoQ10 with Enhanced Mitochondrial Support™ | 50 mg, 30 softgelsSuper Ubiquinol CoQ10 with Enhanced Mitochondrial Support™ | 50 mg, 30 softgels",15.00,USD,,
633,,WS-C3750X-24T-S - Cisco Catalyst 3750X Network Switch - New,495.00,USD,"NEW - Cisco 3750X Ethernet Switch - 24 Ports - 24 10/100/1000 Ethernet port, 350W AC power supply, IP Base feature set (WS C3750X 24T S)",
848,TP-Link,TP-Link 300Mbps Wireless Range Extender incl. stopcontact,23.95,EUR,"IEEE 802.11b/g/n, 2.4~2.4835GHz, 10/100Mbps",
37,Dymo,Dymo Tape D1 12mm Black/White Perm Poly,1674,EUR,,
270,,TP-Link TL-WPA4220 Powerline 600 WiFi Extender Starter Kit,45.00,GBP,"The TP-Link TL-WPA4220 is a 2 port powerline 600 WiFi extender starter kit. WiFi auto-sync unifies the WiFi network. The WiFi clone button copies the network name and password from router for easy setup and WiFi move automatically applies ant settings changes across the network. Plug, pair and play makes the setup process seamless, simply plug in the TL-PA4010 and connect to your router and then plug the TL-WPA4220 in any desired socket. Press the pair button on both adapters to create a secure network. TP-Link TL-WPA4220 User GuideTP-Link TL-WPA4220 Quick Installation Guide",
849,,SANDISK 128GB CFXPS EXTREME PRO CF MEMORY CARD (SDCFXPS-128GB-X46)-WRTY LTD LIFET W/DISTRIBUTOR,202.00,SGD,Warranty : LTD LifeTime with Local Distributor - Convergent,
314,SanDisk,SanDisk Ultra SDXC Memory Card 100MBs Class 10 UHS-I 256GB,52.59,GBP,The SanDisk Ultra SDXC Memory Card 100MBs Class 10 UHS-I 256GB can capture in Full HD with ultra-fast read speeds,
697,Seiko,Seiko Mens Prospex Automatic Divers Green Dial Bracelet Watch SPB103J1,690.00,GBP,PROSPEX SS BW GRN DL DT,
494,ASUS,ASUS TUF GAMING X570-PLUS,68978,,"AM4, AMD X570, 4xDDR4, Max:2666MHz, Max:128GB, 2xPCIE16 4.0, 3xPCIE1, 8xSATA3, 6xUSB3.2, 1xUSB3.2C, HDMI, RAID, 7.1, Gigabit, PS2:1 db, DisplayPort, ATX, SPDIF optikai kimenet, 2xM.2",
676,COOLER MASTER,COOLER MASTER MASTERLIQUID ML120L RGB CPU COOLER V2,89.00,SGD,MASTERLIQUID ML120L V2 RGBNew Generation Dual Chamber PumpEnlarged Surface Area on RadiatorNew SickleFlow 120 RGBReinforced Sealing for Anti-Leaking Prevention,
498,,watch only time man Tissot T-Classic T1096101603100,230.00,EUR,"Tissot Men's Time Only Watch from the T-Classic Collection of the Everytim Line. Watch Name: Tissot Everytime Larg. With scratch-resistant sapphire crystal. The dial is silver with indexes. The strap is made of black leather and with a standard buckle. Swiss Made Watch With Swiss Movement, Quartz And Quartz Power. Model: Eta 902.101. Battery: Renata 364 type. Weight: 44 G. Waterproof watch up to 3 bar (30 meters / 100 feet). The reference is T1096101603100",
567,,Cisco Catalyst 3650-48F 48 Ports Manageable Ethernet Switch,"6,319.28",GBP,,
835,WD,WD Purple Surveillance Hard Drive WD101PURZ #demo,2195,SEK,,
659,Park Tool,Park Tool Bottom Bracket Tool BBT-32 Shimano / ISIS 20 notch,29.00,AUD,,
590,,iPhone 5s Replacement Battery - Fix Kit / Neu / Part and Adhesive / Neu,29.99,USD,New Replacement Battery Compatible with iPhone 5sBattery Adhesive Strips,
824,,SANDISK CRUZER GLIDE 32GB USB2.0 F/DRIVE,112.17,ZAR,"SANDISK CRUZER GLIDE 32GB USB2.0 F/DRIVE General Information Manufacturer Part Number SDCZ60-032G-B35 Brand Name SanDisk Product Type Flash Drive Technical Information Storage Capacity 32 GB Interfaces/Ports Host Interface USB 2.0 Physical Characteristics Height 0.4\"" Width 0.8\"" Length 2.4\""",
132,,Canon CL211 Regular High Yield Tri-Color Inkjet Cartridge Remanufactured,17.95,USD,"Crazy Inkjets is a leading supplier of high quality printing supplies for your Canon CL211 printer cartridge. CrazyInkjets products are guaranteed to meet or exceed the quality, reliability and yield standards of the original equipment remanufacturer. The units are tested to ensure compliance with original specifications and performance criteria and offer a sound and economical alternative to the expensive brand-name products.",
492,,Motherboard Asus Mboard p/ socket AM4 90MB1170-M0EAY0,229.75,EUR,TUF GAMING X570-PLUS (WI-FI),
733,,"iiyama ProLite XU2390HS-1LED monitor - Full HD (1080p) - 23\""",117.13,GBP,IPS panel technologyFull HDLED-backlitACR (Advanced Contrast Ratio)HDMI (High-Definition Multimedia Interface)OverDrive on/off,
850,Park Tool,"Park Tool CT-5, Portable chain Tool",16.95,USD,,
652,,"HIK 8CH TURBO HD DVR, DS-7208HUHI-K1",0.00,,"Hikvision 8-Channel Turbo HD DVR, 1080p, 3MP, 5MP, 8MP, BNC Spot out, VGA/HDMI, up to 16ch IP",
638,,Apple 60W MagSafe Power Adapter,79.00,USD,• Compatible with 13” MacBook Pro • 60 Watt • Features a Magnetic DC Connector • AC Cord Is Provided,
98,,SANDISK EXTREME PRO SDXC 256GB 170MB/S C10 U3,3.1999E2,NZD,"Our most powerful SDXC UHS-I memory card yet delivers performance that elevates your creativity.Product DescriptionOur most powerful SDXC UHS-I memory card yet delivers performance that elevates your creativity. Performance256 GB Extreme Pro SDXC memory card with up to 170 mb/s read speed and up to 90mb/s write speed for a faster post production workflow.SecurityBuilt-in write-protect switch prevents accidental data loss.CompatibilityCompatible with SDXC and SDXC UHS-I enabled host devices.Extreme durabilityIt’s built to withstand weather, water, shocks and other less-than-ideal conditions so you can rest assured that it’s good to go wherever your work takes you.Product SpecificationsSpecifications:Capacity: 256 GBRead Speed: up to",
28,Corsair,Corsair Vengeance LPX 8GB DDR4 3000MHz Memory (RAM) Module,48.77,GBP,"CMK8GX4M1D3000C16, DDR4, 3000MHz, CL15, 1.2v, XMP 2.0, Lifetime Warranty",
194,TAG Heuer,TAG Heuer Horloge Formula 1 41mm Alarm WAZ111A.BA0875,1350.00,EUR,Horloge Formula 1 41mm Alarm WAZ111A.BA0875,
403,,Shimano SM-CN900-11 Quick-Link Master Link - 2 Pack,"11,00",EUR,"Shimano SM-CN900-11 Quick-Link master link - easy to useThe Shimano Quick-Link Chain Lock SM-CN900-11 is compatible with Shimano 11-speed chains as long as they are not held together with a chain pin but with a master link. It means greater flexibility, ease of installation and maintenance. This allows the chain to be repaired quickly and without tools on the go.SPECIFICATIONSType: HG 11-speedClosure Type: Quick-LinkPin Type: chromium-plated, solidCompatibility:- Shimano 11-speed Quick-Link chainsFeatures:- outer plate nickel-plated- non-reusableManufacturer Part Number:I-SMCN90011AContents:- 2 x Shimano SM-CN900-11 Quick-Link master linkWeight17g approx.FAQIs the Shimano Quick-Link 11 speed compatible with 10 speed?No, the Shimano Quick-Link 11 speed is",
433,Epson,Epson mainterance unit C13T619000 (T6190),111.11,PLN,maintenance tank,
830,DJI,DJI Mavic Mini - Fly More Bundle - NEW,599.95,CAD,"DJI Mavic Mini Quadcopter - The Everyday FlycamMavic Mini is an easy-to-use, affordable flying camera for capturingall your fun. Truly compact, portable consumer quadcopters have beenaround—but not with the performance of the Mavic Mini from DJI, theworld’s leader in reliable, feature-filled drones. Mavic Mini folds tofit in a backpack, jacket or cargo pants pocket and weighs little morethan your smartphone.Mini is fast and goes exactly where you want because controls aresimple and GPS is built in. It records high-definition, shake-free videoand clear still photos, as you’d expect from DJI. And at 249 grams, orless than 8.8 ounces, the Mavic Mini",
851,,TP-Link TL-WPA4220 - 300Mbps AV600 Powerline Wi-Fi Extender with 2 LAN ports,44.27,EUR,"Extend your local network across your home or office without the cables. Enjoy WiFi without running Ethernet cables, simply install this baby and you can start enjoying WiFi throughout your home or...",
283,,iPhone 4 Replacement Battery - Fix Kit / Nuevo / Part Only / Nuevo,14.99,USD,"This iPhone 4 replacement battery is what you need to bring your dead iPhone 4 back to life!Install a new battery in six easy steps.Tested to confirm there are no cycles on the cell and the capacity is 95% or higher.100% factory tested with a customer return rate of only 1%.Assembled using high quality chipset from Texas Instruments.Spot tested by iFixit staff in San Luis Obispo, CA to ensure consistency of quality and capacity.Battery degradation is an inevitable part of your iPhone 4’s lifespan. Extend the life of your phone with this new replacement battery compatible with iPhone 4. If",
682,,"65\"" Class GX Series with Gallery Design 4K UHD TV Smart OLED with HDR OLED65GXPUA (2020 Model)",4699.95,USD,"Stream high-definition content seamlessly on this 65-inch LG GX Series 4K OLED smart TV. The a9 Gen 3 AI 4K processor delivers bright, detailed visuals for total immersion in your favorite movies or programs, while voice control allows easy operation. This LG GX Series 4K OLED smart TV has Dolby Atmos technology for producing powerful, well-balanced sound through the 60W speaker system. Table top stand sold separately.",
509,,Catalyst 2960-xr 48 Gige Poe,7651.473756,EUR,Catalyst 2960-xr 48 Gige Poe 740W 4X1G SFP IP LITE IN,
423,Xerox,106R01218 Toner Cartridge - Xerox Remanufactured (Cyan),35.00,USD,"Remanufactured Xerox Toner Cartridge, Cyan, High Capacity 12,000 page yield. Replaces Xerox part number: 106R01218. Color Laser Toner Cartridge compatible with Xerox Phaser 6360.",
829,,HIKVISION DS-7208HUHI-K2/P 5 MEGAPIXEL POC 8 CHANNEL (8CH) DVR,,,"The DS-7208HUHI-K2/P is the new 8 channel Power Over Coax (POC) DVR from HIKVISION. It has H.264 and Duel stream video compression and uses a BNC interface for TVI, AHD, CVBS camera input. This DVR has a HDD capacity of up to 16TB. This DVR also has the additional benefit of supporting an additional 2x IP cameras of up to 8MP Resolution. Power over coax (PoC) provides power to the camera over the same coax cable as the video signal thus simplifying the cable installation and reducing time/costs. To use PoC you must use a compatible PoC TVI camera. Alternatively",
88,WESTERN DIGITAL,SSD WESTERN DIGITAL Blue 3D NAND1To,114.99,EUR,SSD WESTERN DIGITAL Blue 3D NAND1To,
221,,Cooler Master MasterFan MF121L RGB 120mm Nero,11.00,EUR,Cooler Master MasterFan MF121L RGB 120mm Nero,
852,,Canon PGI-9G Green Ink Cartridge,159.99,NOK,Green Ink Tank,
196,,Epson C13T693200 T6932 Cyan Ink 350ml,,,"Who wants to spend time thinking about their printer? It should just work. We've developed our inks and printers to work in harmony, so that they'll do just that and give you consistent and reliable results without any fuss. That's because we invest in extensive research, high-tech manufacturing facilities and put our products through rigorous tests.But naturally, we can't say the same for inks that we've not created. There's no assurance from Epson that so-called compatible inks or remanufactured cartridges will deliver.Are you willing to put yourself at risk of unreliable yields and poor prints? Or worse, the cartridges failing",
703,,WD Blue 3D NAND SSD M.2 2280 - 2TB,211.68,EUR,"Solid-State-Disk, 2 TB, intern, M.2 2280 (M.2 2280), SATA 6Gb/s",
825,,"Card de memorie SANDISK microSDHC, 32 GB, Clasa 10, 100/60 MB/s, V30 UHS-I U3 Mobile",55.42,LEI,SANDISK EXTREME microSDHC 32 GB 100/60 MB/s A1 C10 V30 UHS-I U3 Mobile,
447,,"Samsung Monitor LED LS24F350FHUXEN, Full HD, 16:9, 23.5 inch, 4 ms, negru",583.99,RON,Diagonala: 24 inchRezolutie optima: 1920 x 1080Luminozitate: 200 cd/m²Inclinare: 1°- 22.0°,
722,Canon,Canon OEM CL-211 Color Ink,26.99,USD,"The OEM Canon CL-211 Color Inkjet Cartridge is available to you right on our site. The CL211 is used in the MP240, MP480 & MX330 printers with Canon's new ChromaLife 100 System. This system, combined with fine printhead technology and select photo papers print out crisp images that are fade-resistant for up to 100 years when stored in an archival-quality photo album. Buy your Genuine CL-211 and enjoy clear, accurate printouts from your Canon printers. 100% Satisfaction Guarantee.",
598,,Garmin tactix® Charlie Running Smartwatch,749,USD,,
63,,Kšiltovka New Era Clean Trucker 2 New York Yankees,544,CZK,,
853,BROTHER,TONERBROTHER ORIGINALE GIALLO TN-135Y,120.327869,EUR,PER HL-4040CN HL-4050CDN HL-4070CDW DCP-9040CN DCP-9042CDN DCP-9045CDN MFC-9440CN MFC-9450CDN MFC-9840CDW (4.000PG) 1PZ [r][n],
615,ASUS,ASUS NVIDIA GeForce RTX 2070 SUPER 8GB DUAL EVO ADVANCED Turing Graphics Card,454.99,GBP,"ASUS GeForce RTX 2070 SUPER DUAL EVO ADVANCED 8GB GDDR6 Ray-Tracing Graphics Card, 2560 Core, 1605MHz GPU, 1785MHz Boost",
559,,Genuine Canon 2617B001AA Black Toner Cartridge (CRG-120),$199.95,,Genuine Canon 2617B001AA Black Toner Cartridge for use in imageCLASS D1120/D1150/D1170/D1180/D1320/D1350/D1370,
159,,Jabra Evolve 40 Duo UC USB Headset,85.29,GBP,Jabra Evolve 40 Duo UC USB Headset,
854,Cooler Master,"Cooler Master MasterLiquid Lite 120 CPU Liquid Cooler '120mm Radiator, 1x MasterFan Pro 120 AB PWM Fan, White LED' MLW-D12M-A20PW-R1",36.12,USD,"Achieve Litespeed. With its kink-resistant tubing and matt-black styling, the MasterLiquid Lite 120 is a Cooler Master original design and attractive entry into liquid cooling. Reliability, performance and quiet operation are ensured by its unique Dual Dissipation Pump and 120mm Air Balance fan design. Whether you're building new or just upgrading, it's easy to install on the latest Intel or AMD systems and 120mm radiator fits almost all PC chassis.Easy and Reliable - An easy install, reliable a",
822,,Cap New Era Clean Trucker Chicago Bulls Cap,2.59E1,EUR,,
855,,Webcam logitech brio stream edition 4k,,,,
547,,Jabra Evolve 20 MS Stereo - Headset with quality microphone,280.00,MYR,Headset with high-end noise-canceling microphone and quality sound.,
856,,Access Point WiFi N 450Mbps via PoE TP-Link TL-WA901ND,"53,00 €",EUR,"Sizes: 19,4x12,9x3,6Box: 10Color: WhiteCertificate: CE RoHS FCCComp. brand: TP-Link",
78,Canon,"Canon PFI-107C PFI-107C 6706B001AA Ink Cartridge - Cyan, 6706B001 (6706B001)",83.32,USD,Pfi-107C - Dye Cyan Ink Tank 130Ml,
735,Western Digital,Western Digital WD 1TB My Passport USB 3.0 Secure Portable Hard Drive (Black),69.00,USD,My Passport 1TB External USB 3.0 Portable Hard Drive,
464,,"DVR 8 canale, Turbo HD, 6MP, PoC, Hikvision DS-7208HQHI-K2-P",687,LEI,"DVR 8 canale, Turbo HD, 6MP, PoC, Hikvision DS-7208HQHI-K2-PDS-7208HQHI-K2-P este un DVR Turbo HD Hikvision cu 8 canale FullHD care functioneaza cu camere de supraveghere: de pana la 6MP pentru camere IP si 3MP pentru camereTurbo HD (canalele 1 si 2). Transmisia de semnal HDTVI se face la maxim 800 m pentru 1080P si 1200 m pentru 720P. Suporta vizualizarea simultana a 8 canale local cat si la distanta prin Internet de pe PC, Smartphone folosind aplicatiile dedicate (iVMS-4500). Utilizeaza simultan camere HDTVI, AHD, HDCVI, CVBS si IPSpecificatii tehnice DVR Hikvision DS-7208HQHI-K2-P :Video/Audio InputAudio Input: 8-chVideo Compression: H.265 Pro+/H.265 Pro/H.265/H.264+/H.264Analog",
174,,"Lexmark - Extra High Yield - magenta - original - toner cartridge - LCCP, L",180.99,CAD,"Designed for excellence and manufactured to rigorous standards, Lexmark printer supplies deliver superior image quality and long life.",
365,OSRAM,GR10Q CFL SQUARE 16w 3500K /835 4 pins OSRAM,4.02,,,
832,Znaka: Originlne,"Originlny toner HP 45A, HP Q5945A (iern)",264.9,EUR,Originlny spotrebn materil pre tlaiarne HP,
